"","county_id","unemployment_rate","hs_graduation_rate","average_age","state","county","population","male_proportion","female_proportion","white_proportion","black_proportion","american_indian_proportion","asian_proportion","hawaiian_pacific_proportion","interracial_proportion","no_hispanic_proportion","hispanic_proportion","state_legislature","syringe_exchange","num_exchange","immunity_for_possession_of_naloxone_no_script","prescriber_immunity_criminal","poverty_rate"
"1215","05000US16011",0.059,0.801,32.9,"Idaho","Bingham County",45255,50.08286377,49.91713623,88.97359408,0.56568335,7.521820793,0.939122749,0.165727544,1.834051486,82.02187604,17.97812396,"Republican","No",0,"No","Yes",0.13463705667882
"1216","05000US42035",0.086,0.929,38.1,"Pennsylvania","Clinton County",38985,49.01885341,50.98114659,96.53712967,1.536488393,0.166730794,0.697704245,0.053866872,1.008080031,98.55328973,1.446710273,"Republican","Yes",2,"No","Yes",0.156111324868539
"1217","05000US55017",0.067,0.898,40.6,"Wisconsin","Chippewa County",63567,51.9420454,48.0579546,95.07920777,1.697421618,0.615099029,1.422121541,0.044048012,1.142102034,98.22077493,1.77922507,"Republican","Yes",15,"Yes","Yes",0.0956628439284534
"1218","05000US47183",0.116,0.92,36.9,"Tennessee","Weakley County",33568,48.75476644,51.24523356,89.07888465,7.784199237,0.402168732,1.164799809,0.038727359,1.53122021,97.70912774,2.290872259,"Republican","Yes",1,"No","No",0.180975929456625
"1219","05000US48499",0.066,0.934,48.2,"Texas","Wood County",43823,49.47173858,50.52826142,91.58889168,5.337379915,0.997193255,0.568194784,0.07073911,1.43760126,90.26310385,9.73689615,"Republican","No",0,"Yes","Yes",0.138580197613126
"1220","05000US50027",0.04,0.872,46.8,"Vermont","Windsor County",55194,48.91292532,51.08707468,96.20248578,0.822553176,0.291698373,0.958437511,0.041671196,1.683153966,98.4672247,1.532775302,"Democrat","Yes",4,"Yes","Yes",0.10945030256912
"1221","05000US21137",0.111,0.896,40.3,"Kentucky","Lincoln County",24346,49.21958433,50.78041567,95.67485419,2.312494866,0.221802349,0.221802349,0.004107451,1.564938799,98.4104165,1.589583504,"Split","Yes",23,"No","No",0.248048960814918
"1222","05000US28079",0.098,0.775,34.8,"Mississippi","Leake County",22737,51.33922681,48.66077319,49.81308,41.88767208,6.75990676,0.426617408,0.013194353,1.099529401,95.57989181,4.420108194,"Republican","No",0,"No","Yes",0.265382416325813
"1223","05000US51105",0.091,0.83,42.8,"Virginia","Lee County",24051,52.23483431,47.76516569,94.25803501,3.983202362,0.432414453,0.278574695,0.041578313,1.006195169,98.08739761,1.912602387,"Republican","No",0,"No","No",0.250592490956717
"1224","05000US13017",0.111,0.725,38.6,"Georgia","Ben Hill County",17190,47.52181501,52.47818499,61.21000582,35.91623037,0.634089587,0.866783013,0.075625364,1.297265852,93.97324026,6.026759744,"Republican","Yes",1,"No","Yes",0.35043630017452
"1225","05000US27061",0.075,0.772,45.9,"Minnesota","Itasca County",45149,50.59248267,49.40751733,93.02974595,0.462911692,3.771955082,0.341092826,0.055372212,2.338922235,98.66220736,1.337792642,"Split","Yes",10,"No","Yes",0.133291988748367
"1226","05000US19057",0.06,0.814,42.1,"Iowa","Des Moines County",39625,48.82018927,51.17981073,90.34195584,5.764037855,0.310410095,0.961514196,0.052996845,2.569085174,96.88832808,3.111671924,"Split","Yes",1,"Yes","No",0.151671924290221
"1227","05000US21177",0.095,0.878,41.5,"Kentucky","Muhlenberg County",31064,51.03978882,48.96021118,93.30736544,4.902781355,0.222122071,0.286505279,0.016095802,1.265130054,98.50309039,1.496909606,"Split","Yes",23,"No","No",0.193149626577389
"1228","05000US31019",0.03,0.829,32.5,"Nebraska","Buffalo County",49382,50.01012515,49.98987485,95.11765421,1.217042647,0.569033251,1.7172249,0.107326556,1.27171844,91.01494472,8.985055283,"Unicameral","No",0,"No","Yes",0.121056255315702
"1229","05000US21115",0.103,0.96,40.9,"Kentucky","Johnson County",22870,48.97682554,51.02317446,97.99300394,0.406646261,0.19239178,0.424136423,0.017490162,0.966331439,99.29602099,0.703979012,"Split","Yes",23,"No","No",0.261346742457368
"1230","05000US51085",0.05,0.9,41.9,"Virginia","Hanover County",104347,49.03926323,50.96073677,86.7327283,9.289198539,0.498337279,1.632054587,0.058458796,1.789222498,97.09526867,2.904731329,"Republican","No",0,"No","No",0.0572704533910893
"1231","05000US40015",0.06,0.771,37,"Oklahoma","Caddo County",29542,52.32211766,47.67788234,64.43707264,2.894184551,25.89533545,0.412971363,0.091395302,6.269040688,87.68194435,12.31805565,"Republican","No",0,"No","No",0.202288267551283
"1232","05000US51117",0.099,0.78,47.2,"Virginia","Mecklenburg County",30786,48.43435328,51.56564672,62.31403885,34.58715,0.334567661,0.883518482,0.094198662,1.786526343,97.16104723,2.838952771,"Republican","No",0,"No","No",0.194081725459625
"1233","05000US05059",0.073,0.899,40.9,"Arkansas","Hot Spring County",33446,52.13179453,47.86820547,85.88470968,11.21808288,0.541170843,0.4096155,0.065777671,1.880643425,96.5735813,3.426418705,"Republican","Yes",1,"No","Yes",0.178646175925372
"1234","05000US20035",0.055,0.79,38.2,"Kansas","Cowley County",35621,50.13896297,49.86103703,89.18615423,2.972965386,2.231829539,1.861261615,0.446365908,3.301423318,89.16650291,10.83349709,"Republican","No",0,"No","Yes",0.16762583869066
"1235","05000US01093",0.079,0.752,44.1,"Alabama","Marion County",29922,49.4819865,50.5180135,94.15146046,3.823273845,0.407726756,0.334202259,0.063498429,1.219838246,97.46006283,2.53993717,"Republican","No",0,"No","Yes",0.199184546487534
"1236","05000US05103",0.094,0.858,42.7,"Arkansas","Ouachita County",24019,47.44993547,52.55006453,57.18805945,39.88509097,0.474624256,0.408010325,0.06245056,1.981764436,97.76843332,2.231566676,"Republican","Yes",1,"No","Yes",0.247637287147675
"1237","05000US23029",0.098,0.848,46.8,"Maine","Washington County",31566,49.3378952,50.6621048,91.54153203,0.662104796,5.388709371,0.453019071,0.047519483,1.907115251,98.04853323,1.951466768,"Split","Yes",4,"No","Yes",0.188367230564531
"1238","05000US05057",0.075,0.823,39.1,"Arkansas","Hempstead County",22026,48.24298556,51.75701444,66.29437937,30.24153273,0.71733406,0.544810678,0.140742759,2.0612004,87.56923636,12.43076364,"Republican","Yes",1,"No","Yes",0.269681285753201
"1239","05000US35017",0.073,0.847,46.5,"New Mexico","Grant County",28033,49.28833874,50.71166126,93.11882424,1.252095744,2.272321906,0.916776656,0.160525095,2.279456355,49.47026719,50.52973281,"Split","Yes",32,"Yes","No",0.211893125958692
"1240","05000US18173",0.062,0.87,40.6,"Indiana","Warrick County",62049,49.33036794,50.66963206,94.15461974,1.563280633,0.270753759,2.496414124,0.045125627,1.469806121,98.17402376,1.825976245,"Republican","Yes",7,"No","No",0.0955051652726071
"1241","05000US47077",0.12,0.94,40.7,"Tennessee","Henderson County",27793,48.57697982,51.42302018,89.54772785,7.858093765,0.295038319,0.341812687,0.017990141,1.939337243,97.81599683,2.184003166,"Republican","Yes",1,"No","No",0.21318317561976
"1242","05000US47071",0.101,0.85,44.8,"Tennessee","Hardin County",25759,48.72859971,51.27140029,93.96327497,3.373578167,0.555145774,0.593967157,0.031057106,1.482976824,97.56201716,2.437982841,"Republican","Yes",1,"No","No",0.229822586280523
"1243","05000US48067",0.092,0.931,43.3,"Texas","Cass County",30080,48.37433511,51.62566489,80.24268617,16.97140957,0.671542553,0.438829787,0.046542553,1.628989362,95.57180851,4.428191489,"Republican","No",0,"Yes","Yes",0.196642287234043
"1244","05000US48241",0.098,0.939,40.6,"Texas","Jasper County",35401,49.32346544,50.67653456,80.7463066,16.38654275,0.703369961,0.542357561,0.064969916,1.556453208,93.4069659,6.593034095,"Republican","No",0,"Yes","Yes",0.167000932177057
"1245","05000US13205",0.087,0.775,37.6,"Georgia","Mitchell County",22411,52.04140824,47.95859176,49.81928517,47.89166035,0.553299719,0.678238365,0.058007229,0.99950917,95.63160948,4.368390523,"Republican","Yes",1,"No","Yes",0.263486680647896
"1246","05000US47151",0.169,0.893,38.6,"Tennessee","Scott County",21892,49.27827517,50.72172483,98.25507035,0.20555454,0.31061575,0.228393934,0.009135757,0.991229673,99.17778184,0.822218162,"Republican","Yes",1,"No","No",0.269641878311712
"1247","05000US40001",0.076,0.709,37,"Oklahoma","Adair County",22111,49.83492379,50.16507621,42.92885894,0.547238931,45.5519877,0.615078468,0.045226358,10.31160961,93.41051965,6.589480349,"Republican","No",0,"No","No",0.266699832662476
"1248","05000US42117",0.083,0.881,43,"Pennsylvania","Tioga County",41227,49.69801344,50.30198656,97.33427123,0.766487981,0.271666626,0.504523734,0.016979164,1.106071264,98.73626507,1.263734931,"Republican","Yes",2,"No","Yes",0.142891794212531
"1249","05000US18017",0.076,0.859,40.1,"Indiana","Cass County",38013,50.15915608,49.84084392,93.32070607,1.970378555,1.052271591,1.838844606,0.197300923,1.620498251,84.92357878,15.07642122,"Republican","Yes",7,"No","No",0.154789151079894
"1250","05000US54043",0.084,0.81,41.9,"West Virginia","Lincoln County",21096,49.75824801,50.24175199,98.52104664,0.284414107,0.137466818,0.175388699,0,0.881683732,99.33636708,0.663632916,"Republican","Yes",10,"Yes","Yes",0.278251801289344
"1251","05000US37007",0.098,0.74,39.7,"North Carolina","Anson County",25119,52.19156814,47.80843186,47.94378757,48.54492615,0.887774195,1.118675106,0.067677853,1.437159123,95.99108245,4.008917552,"Republican","Yes",7,"No","Yes",0.233488594291174
"1252","05000US29027",0.058,0.822,37.8,"Missouri","Callaway County",45077,51.3188544,48.6811456,91.79404131,4.638729285,0.561261841,0.765357056,0.05324223,2.187368281,97.93464516,2.065354837,"Republican","Yes",1,"Yes","Yes",0.130110699469796
"1253","05000US47079",0.105,0.89,44.9,"Tennessee","Henry County",32245,48.2555435,51.7444565,89.48364087,7.787253838,0.418669561,0.486897193,0.037215072,1.786323461,97.62753915,2.372460847,"Republican","Yes",1,"No","No",0.181795627229028
"1254","05000US05123",0.11,0.758,37.5,"Arkansas","St. Francis County",26304,54.78634428,45.21365572,44.17198905,53.08318127,0.74513382,0.555048662,0.060827251,1.383819951,94.93232968,5.067670316,"Republican","Yes",1,"No","Yes",0.222665754257908
"1255","05000US18093",0.097,0.864,41.9,"Indiana","Lawrence County",45575,49.51618212,50.48381788,97.20899616,0.449808009,0.394953374,0.691168404,0.026330225,1.228743829,98.37849698,1.621503017,"Republican","Yes",7,"No","No",0.128359846407021
"1256","05000US22041",0.1,0.625,37.9,"Louisiana","Franklin Parish",20364,48.53172265,51.46827735,66.06757022,32.15969358,0.289726969,0.387939501,0.063838146,1.031231585,98.51699077,1.483009232,"Republican","Yes",3,"Yes","Yes",0.28712433706541
"1257","05000US51027",0.098,0.76,45.5,"Virginia","Buchanan County",22102,50.91846892,49.08153108,95.66102615,3.126413899,0.1402588,0.407202968,0.009048955,0.656049226,99.31227943,0.687720568,"Republican","No",0,"No","No",0.264274726269116
"1258","05000US17007",0.115,0.796,38.2,"Illinois","Boone County",53562,49.92905418,50.07094582,93.10331952,2.593256413,0.716926179,1.331167619,0.097083753,2.158246518,78.59116538,21.40883462,"Democrat","Yes",9,"No","Yes",0.10905119300997
"1259","05000US39031",0.096,0.887,41.5,"Ohio","Coshocton County",36644,49.53061893,50.46938107,96.85078048,1.200742277,0.286540771,0.360222683,0.019102718,1.282611069,98.95207947,1.047920533,"Republican","Yes",7,"No","Yes",0.159234799694356
"1260","05000US53017",0.07,0.819,37,"Washington","Douglas County",41272,50.50155069,49.49844931,93.25208374,0.814111262,2.190346966,1.141209537,0.281062221,2.321186276,68.63733282,31.36266718,"Split","Yes",20,"No","Yes",0.141379143244815
"1261","05000US05027",0.091,0.879,36,"Arkansas","Columbia County",23983,48.35925447,51.64074553,61.14330984,35.95463453,0.517032898,1.067422758,0.041696201,1.275903765,97.41483551,2.585164492,"Republican","Yes",1,"No","Yes",0.242796981195013
"1262","05000US45011",0.126,0.707,39.8,"South Carolina","Barnwell County",21591,47.83937752,52.16062248,52.8090408,44.38423417,0.606734287,0.676207679,0.023157797,1.500625261,97.6934834,2.306516604,"Republican","Yes",1,"No","Yes",0.269510444166551
"1263","05000US51173",0.084,0.84,44.3,"Virginia","Smyth County",31075,49.05229284,50.94770716,95.94529364,2.339501207,0.160901046,0.434432824,0.019308126,1.100563154,97.93403057,2.065969429,"Republican","No",0,"No","No",0.187127916331456
"1264","05000US36039",0.082,0.784,45.2,"New York","Greene County",47516,52.19505009,47.80494991,90.03704015,6.334708309,0.416701743,1.146982069,0.046300194,2.018267531,94.29244886,5.707551141,"Split","Yes",23,"No","No",0.122337738866908
"1265","05000US19111",0.075,0.844,42.9,"Iowa","Lee County",34456,50.40341305,49.59658695,94.07940562,3.082191781,0.281518458,0.577548177,0.034827026,1.944508939,96.40120734,3.598792663,"Split","Yes",1,"Yes","No",0.168069421871372
"1266","05000US41007",0.068,0.645,43.9,"Oregon","Clatsop County",38637,49.40600978,50.59399022,93.03776173,0.760928644,1.301860911,1.638325957,0.287289386,2.973833372,91.45896421,8.541035795,"Democrat","Yes",9,"No","No",0.14988223723374
"1267","05000US29169",0.075,0.85,26.8,"Missouri","Pulaski County",52611,56.83032066,43.16967934,77.85444109,12.58482066,1.134743685,3.187546331,0.733686872,4.504761362,88.91296497,11.08703503,"Republican","Yes",1,"Yes","Yes",0.109881963847865
"1268","05000US51167",0.087,0.81,43.8,"Virginia","Russell County",27394,48.99248011,51.00751989,97.70022633,1.098780755,0.233627802,0.186172154,0.010951303,0.770241659,98.59093232,1.409067679,"Republican","No",0,"No","No",0.210885595385851
