year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2013,Juncos Municipio,05000US72077,18634,40236,18634,1331,40236,99
2014,"Allen County, OH",05000US39003,18629,101506,18629,1383,101506,446
2013,"DeKalb County, IL",05000US17037,18622,97822,18622,1312,97822,751
2014,"Highlands County, FL",05000US12055,18617,97026,18617,1718,97026,269
2013,Cayey Municipio,05000US72035,18599,47642,18599,1296,47642,41
2016,"Faulkner County, AR",05000US05045,18590,115514,18590,1465,115514,476
2016,Vega Alta Municipio,05000US72143,18572,38164,18572,1242,38164,532
2013,"Morgan County, AL",05000US01103,18564,117937,18564,1661,117937,321
2013,"Wichita County, TX",05000US48485,18562,118995,18562,1633,118995,917
2015,Hatillo Municipio,05000US72065,18552,41545,18552,1628,41545,16
2013,Washington County,05000US28151,18552,49762,18552,1171,49762,183
2015,"Blair County, PA",05000US42013,18548,123466,18548,1212,123466,365
2015,"Tompkins County, NY",05000US36109,18547,90268,18547,1121,90268,699
2013,"Santa Rosa County, FL",05000US12113,18546,151119,18546,1615,151119,501
2013,"Cumberland County, PA",05000US42041,18533,223903,18533,1334,223903,832
2015,"Madison County, TN",05000US47113,18521,94472,18521,1437,94472,308
2014,Washington County,05000US28151,18520,49366,18520,1173,49366,165
2013,Wilson County,05000US37195,18512,79738,18512,1341,79738,242
2013,Lares Municipio,05000US72081,18512,29703,18512,947,29703,195
2014,"Cowlitz County, WA",05000US53015,18511,100642,18511,1185,100642,333
2014,Juncos Municipio,05000US72077,18507,40221,18507,1292,40221,42
2013,Putnam County,05000US47141,18500,69762,18500,1411,69762,391
2014,"El Dorado County, CA",05000US06017,18497,180066,18497,1694,180066,281
2014,"Yellowstone County, MT",05000US30111,18496,148168,18496,1384,148168,577
2014,"DeKalb County, IL",05000US17037,18496,98258,18496,1567,98258,1041
2016,"York County, ME",05000US23031,18486,197178,18486,1603,197178,471
2015,Payne County,05000US40119,18483,71306,18483,1191,71306,666
2014,Marshall County,05000US01095,18479,93019,18479,1480,93019,213
2015,Wilson County,05000US37195,18475,80028,18475,1316,80028,242
2014,Valencia County,05000US35061,18464,74466,18464,1623,74466,460
2013,"Minnehaha County, SD",05000US46099,18462,168687,18462,1626,168687,402
2015,"Paulding County, GA",05000US13223,18445,146447,18445,2197,146447,299
2013,"Cleveland County, NC",05000US37045,18438,95528,18438,1243,95528,309
2014,"Tompkins County, NY",05000US36109,18438,89566,18438,1220,89566,1061
2016,Isabella County,05000US26073,18428,64046,18428,852,64046,322
2014,"Paulding County, GA",05000US13223,18426,144659,18426,2466,144659,378
2014,"Porter County, IN",05000US18127,18424,162110,18424,1956,162110,473
2016,"Kootenai County, ID",05000US16055,18412,145863,18412,1851,145863,324
2016,Hatillo Municipio,05000US72065,18400,41205,18400,1456,41205,137
2015,"Johnson County, TX",05000US48251,18392,152222,18392,1864,152222,490
2015,"Barnstable County, MA",05000US25001,18392,211827,18392,1579,211827,441
2014,"Kootenai County, ID",05000US16055,18385,141098,18385,1642,141098,361
2014,Benton County,05000US41003,18380,81105,18380,1108,81105,467
2014,Las Piedras Municipio,05000US72085,18371,38589,18371,1270,38589,133
2013,Lauderdale County,05000US28075,18367,76252,18367,1582,76252,884
2014,"Ashtabula County, OH",05000US39007,18357,96528,18357,1329,96528,607
2016,"Madison County, TN",05000US47113,18345,94517,18345,1533,94517,358
2013,"Monroe County, MI",05000US26115,18337,149642,18337,1397,149642,345
2015,"DeKalb County, IL",05000US17037,18336,98305,18336,1611,98305,837
2016,San Lorenzo Municipio,05000US72129,18300,39113,18300,1420,39113,95
2014,"Ellis County, TX",05000US48139,18294,152215,18294,1814,152215,488
2016,"Bradley County, TN",05000US47011,18291,99252,18291,1480,99252,466
2014,Scioto County,05000US39145,18284,74570,18284,1108,74570,592
2015,"Schuylkill County, PA",05000US42107,18278,139127,18278,1398,139127,492
2014,"Brunswick County, NC",05000US37019,18273,111933,18273,1919,111933,276
2015,Athens County,05000US39009,18263,55353,18263,901,55353,528
2016,Las Piedras Municipio,05000US72085,18254,38416,18254,1341,38416,56
2013,"Cache County, UT",05000US49005,18253,110081,18253,1467,110081,498
2014,Talladega County,05000US01121,18253,78119,18253,1433,78119,586
2013,"Richland County, OH",05000US39139,18246,116122,18246,1435,116122,439
2013,"Houston County, AL",05000US01069,18238,101139,18238,845,101139,209
2013,Benton County,05000US41003,18235,80879,18235,1046,80879,446
2014,Story County,05000US19169,18222,83142,18222,1175,83142,960
2013,Morovis Municipio,05000US72101,18201,32404,18201,1348,32404,171
2016,"Blair County, PA",05000US42013,18196,123045,18196,1100,123045,318
2013,"Tompkins County, NY",05000US36109,18194,88742,18194,1359,88742,793
2016,Floyd County,05000US13115,18192,92094,18192,1752,92094,496
2013,"Brunswick County, NC",05000US37019,18191,109534,18191,1434,109534,215
2013,"Ashtabula County, OH",05000US39007,18186,97016,18186,1279,97016,390
2016,"Washington County, MD",05000US24043,18166,140705,18166,1397,140705,543
2013,Utuado Municipio,05000US72141,18145,32546,18145,1034,32546,29
2015,Benton County,05000US41003,18139,81513,18139,1199,81513,378
2016,"Tompkins County, NY",05000US36109,18133,90345,18133,1050,90345,676
2014,"LaPorte County, IN",05000US18091,18111,102234,18111,1320,102234,687
2015,"Washington County, MD",05000US24043,18094,140358,18094,1404,140358,599
2014,Burke County,05000US37023,18086,87284,18086,1355,87284,420
2016,"Schenectady County, NY",05000US36093,18055,150899,18055,1487,150899,399
2013,Grant County,05000US53025,18055,89084,18055,1698,89084,244
2013,Marshall County,05000US01095,18046,92577,18046,1280,92577,185
2016,Wilson County,05000US37195,18043,80062,18043,1611,80062,266
2016,"Beaver County, PA",05000US42007,18036,166470,18036,1160,166470,363
2015,Barranquitas Municipio,05000US72019,18032,29482,18032,1065,29482,241
2016,"Schuylkill County, PA",05000US42107,18029,138212,18029,1164,138212,550
2013,"Yellowstone County, MT",05000US30111,18027,146534,18027,1351,146534,457
2016,"DeKalb County, IL",05000US17037,18001,98753,18001,1269,98753,588
2016,"Brunswick County, NC",05000US37019,17992,118103,17992,1732,118103,227
2013,Talladega County,05000US01121,17989,78419,17989,1439,78419,477
2013,"Harford County, MD",05000US24025,17988,244506,17988,1659,244506,355
2014,"Livingston Parish, LA",05000US22063,17969,130694,17969,2122,130694,409
2013,Payne County,05000US40119,17968,69852,17968,1185,69852,753
2015,"Martin County, FL",05000US12085,17965,148615,17965,1528,148615,376
2015,Talladega County,05000US01121,17950,77879,17950,1403,77879,555
2013,"Schuylkill County, PA",05000US42107,17946,140278,17946,1173,140278,426
2014,Morovis Municipio,05000US72101,17926,32391,17926,1351,32391,92
2014,"Wood County, OH",05000US39173,17923,121155,17923,1335,121155,554
2014,Jackson County,05000US17077,17906,55427,17906,1226,55427,496
2014,Payne County,05000US40119,17878,70737,17878,1338,70737,1093
2014,"Morgan County, AL",05000US01103,17858,118023,17858,1735,118023,472
2013,"Kankakee County, IL",05000US17091,17848,108808,17848,1290,108808,506
2013,"Johnson County, TX",05000US48251,17844,149057,17844,1802,149057,454
2014,"Maui County, HI",05000US15009,17843,156670,17843,1655,156670,332
2016,"El Dorado County, CA",05000US06017,17839,181369,17839,1389,181369,299
2013,"Missoula County, MT",05000US30063,17838,107848,17838,1386,107848,327
2015,Putnam County,05000US47141,17830,70665,17830,1261,70665,323
2016,"Skagit County, WA",05000US53057,17805,118694,17805,1310,118694,357
2015,"LaPorte County, IN",05000US18091,17792,102066,17792,1300,102066,444
2013,"Ellis County, TX",05000US48139,17768,149868,17768,1727,149868,481
2015,"Faulkner County, AR",05000US05045,17768,114592,17768,1332,114592,516
2014,"Washington County, MD",05000US24043,17761,140391,17761,1402,140391,666
2014,Lauderdale County,05000US28075,17759,76226,17759,1353,76226,929
2016,"Martin County, FL",05000US12085,17758,150573,17758,1493,150573,319
2013,"Cowlitz County, WA",05000US53015,17750,100782,17750,1324,100782,284
2015,Morovis Municipio,05000US72101,17745,32172,17745,1156,32172,106
2013,Salinas Municipio,05000US72123,17739,30410,17739,1028,30410,182
2016,Barranquitas Municipio,05000US72019,17728,29200,17728,1006,29200,246
2015,"Allen County, OH",05000US39003,17713,101412,17713,1322,101412,492
2015,"Cache County, UT",05000US49005,17713,113726,17713,1356,113726,644
2013,"Hampshire County, MA",05000US25015,17701,136134,17701,1168,136134,1064
2014,Putnam County,05000US47141,17687,70150,17687,1257,70150,384
2014,"Martin County, FL",05000US12085,17674,146697,17674,1756,146697,490
2016,"Missoula County, MT",05000US30063,17671,110001,17671,1275,110001,289
2014,"Cache County, UT",05000US49005,17670,111942,17670,1108,111942,508
2016,Benton County,05000US41003,17665,82169,17665,1041,82169,475
2014,"Blount County, TN",05000US47009,17626,122097,17626,1528,122097,408
2016,"Dorchester County, SC",05000US45035,17625,146153,17625,1567,146153,393
2014,Barranquitas Municipio,05000US72019,17625,29732,17625,1033,29732,98
2016,"LaPorte County, IN",05000US18091,17621,101906,17621,1338,101906,473
2013,"Wood County, OH",05000US39173,17617,120076,17617,1271,120076,936
2015,"Cowlitz County, WA",05000US53015,17609,100840,17609,1371,100840,363
2015,Valencia County,05000US35061,17604,74345,17604,1638,74345,399
2016,Yabucoa Municipio,05000US72151,17603,35552,17603,1351,35552,91
2014,"Blair County, PA",05000US42013,17592,123534,17592,966,123534,412
2015,Washington County,05000US28151,17586,48884,17586,908,48884,169
2014,Salinas Municipio,05000US72123,17573,30158,17573,1039,30158,150
2016,Scioto County,05000US39145,17569,73304,17569,1292,73304,405
2016,"Porter County, IN",05000US18127,17560,162961,17560,1510,162961,526
2015,"Franklin County, PA",05000US42055,17554,149819,17554,1741,149819,443
2014,Grant County,05000US53025,17548,90451,17548,1422,90451,236
2014,"Monroe County, MI",05000US26115,17543,149082,17543,1437,149082,365
2016,Lauderdale County,05000US28075,17541,75917,17541,1282,75917,324
2013,Scioto County,05000US39145,17531,75171,17531,1272,75171,408
2013,Valencia County,05000US35061,17528,74278,17528,1724,74278,411
2015,Mendocino County,05000US06045,17527,85992,17527,1438,85992,328
2016,Rockingham County,05000US37157,17517,90382,17517,1477,90382,326
2016,"Franklin County, PA",05000US42055,17504,150270,17504,1732,150270,360
2013,Athens County,05000US39009,17499,55261,17499,1122,55261,671
2013,Burke County,05000US37023,17491,87586,17491,1292,87586,451
2015,"Coweta County, GA",05000US13077,17489,132648,17489,1955,132648,212
2014,Athens County,05000US39009,17485,55293,17485,1167,55293,595
2013,"Blair County, PA",05000US42013,17479,123627,17479,1266,123627,433
2016,Cidra Municipio,05000US72041,17471,41619,17471,996,41619,83
2015,"Wood County, OH",05000US39173,17461,121953,17461,1233,121953,575
2016,"Ellis County, TX",05000US48139,17458,158079,17458,1687,158079,388
2013,Barranquitas Municipio,05000US72019,17444,29935,17444,1053,29935,124
2013,"Washington County, MD",05000US24043,17444,140341,17444,1280,140341,508
2016,"Barnstable County, MA",05000US25001,17433,211875,17433,1577,211875,348
2016,"Newton County, GA",05000US13217,17415,102205,17415,1895,102205,319
2015,"Missoula County, MT",05000US30063,17414,108845,17414,1235,108845,350
2014,Mendocino County,05000US06045,17395,86121,17395,1669,86121,287
2015,"Maui County, HI",05000US15009,17388,158715,17388,1601,158715,410
2013,"Jefferson County, NY",05000US36045,17372,112528,17372,1340,112528,641
2016,"Cache County, UT",05000US49005,17367,115678,17367,1399,115678,394
2016,Mendocino County,05000US06045,17366,86001,17366,1548,86001,245
2015,"Kankakee County, IL",05000US17091,17365,107602,17365,1247,107602,486
2014,"Skagit County, WA",05000US53057,17352,116682,17352,1381,116682,363
2016,"Chittenden County, VT",05000US50007,17335,150808,17335,1014,150808,574
2013,"Columbiana County, OH",05000US39029,17331,102844,17331,1496,102844,400
2014,Lares Municipio,05000US72081,17330,29050,17330,881,29050,184
2015,Lauderdale County,05000US28075,17325,75900,17325,1350,75900,1327
2014,Utuado Municipio,05000US72141,17320,32054,17320,1049,32054,23
2015,"Blount County, TN",05000US47009,17305,122779,17305,1333,122779,360
2015,"Bossier Parish, LA",05000US22015,17303,120972,17303,1881,120972,544
2016,Athens County,05000US39009,17301,55368,17301,1008,55368,569
2014,"Missoula County, MT",05000US30063,17299,108241,17299,1410,108241,364
2013,Bowie County,05000US48037,17296,87950,17296,1504,87950,445
2015,"Newton County, GA",05000US13217,17281,100876,17281,1870,100876,472
2015,Burke County,05000US37023,17277,86682,17277,1232,86682,425
2014,"Franklin County, PA",05000US42055,17270,148872,17270,1396,148872,481
2014,"Tom Green County, TX",05000US48451,17264,107380,17264,1748,107380,1153
2013,Story County,05000US19169,17250,82431,17250,1014,82431,537
2015,"Yellowstone County, MT",05000US30111,17250,149896,17250,1151,149896,398
2016,"Shelby County, AL",05000US01117,17227,202821,17227,1574,202821,323
2016,Madison County,05000US21151,17222,80892,17222,1450,80892,488
2013,Mendocino County,05000US06045,17221,86125,17221,1459,86125,290
2014,"Kankakee County, IL",05000US17091,17207,108284,17207,1400,108284,522
2015,Jefferson County,05000US05069,17205,67559,17205,1255,67559,485
2014,Madison County,05000US21151,17189,79314,17189,1571,79314,817
2016,Putnam County,05000US47141,17180,71571,17180,1224,71571,342
2016,Valencia County,05000US35061,17177,73938,17177,1491,73938,385
2013,"Tom Green County, TX",05000US48451,17175,106039,17175,1522,106039,730
2014,Rockingham County,05000US37157,17170,91233,17170,1291,91233,325
2016,Bowie County,05000US48037,17166,87816,17166,1473,87816,555
2013,"Livingston Parish, LA",05000US22063,17159,128802,17159,1566,128802,425
2015,Nash County,05000US37127,17141,92490,17141,1731,92490,430
2016,Burke County,05000US37023,17135,86260,17135,1052,86260,406
2014,"Shelby County, AL",05000US01117,17115,198252,17115,1347,198252,500
2016,"Kennebec County, ME",05000US23011,17110,117239,17110,1310,117239,371
2013,"Fairfield County, OH",05000US39045,17096,144217,17096,1522,144217,426
2015,San Germíçn Municipio,05000US72125,17074,33507,17074,1007,33507,540
2016,"Cowlitz County, WA",05000US53015,17070,101099,17070,1272,101099,346
2014,"Faulkner County, AR",05000US05045,17053,112888,17053,1506,112888,529
2015,"Chittenden County, VT",05000US50007,17045,150162,17045,994,150162,407
2014,Bowie County,05000US48037,17024,87881,17024,1408,87881,451
2014,"Coweta County, GA",05000US13077,17013,130629,17013,1975,130629,197
2015,Portsmouth city,05000US51740,17000,93251,17000,1260,93251,592
2013,"Bartow County, GA",05000US13015,16996,99188,16996,1939,99188,268
2016,"Frederick County, MD",05000US24021,16995,238673,16995,1248,238673,449
2013,Portsmouth city,05000US51740,16988,92399,16988,1260,92399,884
2015,Rockingham County,05000US37157,16968,90808,16968,1635,90808,319
2016,Jefferson County,05000US05069,16959,66502,16959,1312,66502,588
2016,"DeSoto County, MS",05000US28033,16948,169460,16948,1381,169460,371
2014,Lauderdale County,05000US01077,16944,90763,16944,1023,90763,396
2013,"LaPorte County, IN",05000US18091,16942,102759,16942,1199,102759,505
2015,"Jefferson County, NY",05000US36045,16938,112484,16938,1355,112484,604
2016,"Somerset County, NJ",05000US34035,16924,328149,16924,1563,328149,525
2014,"Jefferson County, NY",05000US36045,16917,112769,16917,1426,112769,764
2014,Angelina County,05000US48005,16909,84661,16909,1600,84661,441
2013,"Arlington County, VA",05000US51013,16899,211993,16899,1416,211993,411
2016,Portsmouth city,05000US51740,16897,93094,16897,1456,93094,492
2014,Portsmouth city,05000US51740,16886,92838,16886,1359,92838,1156
2016,San Germíçn Municipio,05000US72125,16865,32873,16865,1003,32873,507
2014,Jefferson County,05000US05069,16861,68776,16861,1229,68776,700
2015,"Monroe County, MI",05000US26115,16860,148739,16860,1410,148739,339
2015,Jackson County,05000US17077,16853,55336,16853,1061,55336,460
2013,"Bossier Parish, LA",05000US22015,16848,117923,16848,1551,117923,494
2016,Washington County,05000US28151,16831,48233,16831,1034,48233,181
2014,"Chittenden County, VT",05000US50007,16823,149230,16823,1043,149230,441
2014,"Sumner County, TN",05000US47165,16818,164761,16818,1546,164761,340
2014,"Rockingham County, NH",05000US33015,16807,295213,16807,1628,295213,344
2016,"Kankakee County, IL",05000US17091,16800,106808,16800,1240,106808,461
2016,"Wood County, OH",05000US39173,16797,122376,16797,1104,122376,454
2013,"Sumner County, TN",05000US47165,16795,161777,16795,1584,161777,309
2016,"Blount County, TN",05000US47009,16793,123743,16793,1379,123743,522
2015,Madison County,05000US21151,16792,79904,16792,1512,79904,522
2015,Lynchburg city,05000US51680,16775,67595,16775,1209,67595,751
2014,Darlington County,05000US45031,16770,66750,16770,1522,66750,291
2014,"Wicomico County, MD",05000US24045,16764,96501,16764,1725,96501,415
2014,"Androscoggin County, ME",05000US23001,16756,104279,16756,1227,104279,383
2013,"Butler County, PA",05000US42019,16756,179511,16756,1186,179511,565
2013,"Porter County, IN",05000US18127,16752,161397,16752,1681,161397,497
2013,Cidra Municipio,05000US72041,16751,43063,16751,1080,43063,80
2015,Salinas Municipio,05000US72123,16746,29811,16746,924,29811,176
2015,Sutter County,05000US06101,16743,94106,16743,1434,94106,281
2013,Madison County,05000US21151,16742,78074,16742,1160,78074,580
2013,Jefferson County,05000US05069,16716,69940,16716,1184,69940,624
2013,Jackson County,05000US17077,16711,54889,16711,883,54889,532
2014,"Somerset County, NJ",05000US34035,16697,325271,16697,1189,325271,565
2015,Bowie County,05000US48037,16693,87618,16693,1510,87618,475
2015,"Shelby County, AL",05000US01117,16693,200407,16693,1473,200407,602
2016,Angelina County,05000US48005,16688,84948,16688,1678,84948,389
2016,"La Crosse County, WI",05000US55063,16675,112396,16675,1247,112396,409
2013,"Chittenden County, VT",05000US50007,16672,148314,16672,1087,148314,423
2013,Hunt County,05000US48231,16655,83733,16655,1311,83733,450
2013,"Craven County, NC",05000US37049,16641,100095,16641,1355,100095,645
2013,"Blount County, TN",05000US47009,16633,121346,16633,1633,121346,361
2014,"Columbiana County, OH",05000US39029,16627,102586,16627,1207,102586,477
2015,Josephine County,05000US41033,16627,82550,16627,1355,82550,220
2014,Cidra Municipio,05000US72041,16620,42696,16620,1007,42696,81
2015,"La Crosse County, WI",05000US55063,16616,111926,16616,1029,111926,482
2014,"Newton County, GA",05000US13217,16610,99793,16610,2104,99793,447
2016,Morovis Municipio,05000US72101,16601,32011,16601,1298,32011,71
2016,Lynchburg city,05000US51680,16598,68212,16598,1296,68212,652
2013,"Dorchester County, SC",05000US45035,16597,137600,16597,1410,137600,347
2014,Caldwell County,05000US37027,16591,80960,16591,1675,80960,314
2014,Lynchburg city,05000US51680,16591,67539,16591,1415,67539,944
2014,"Dorchester County, SC",05000US45035,16582,140470,16582,1712,140470,457
2013,Lynchburg city,05000US51680,16550,66931,16550,1404,66931,706
2016,"Sumner County, TN",05000US47165,16543,170962,16543,1419,170962,360
2013,Josephine County,05000US41033,16540,81718,16540,1313,81718,210
2014,Wilkes County,05000US37193,16539,67969,16539,1528,67969,252
2016,Lauderdale County,05000US01077,16538,90480,16538,1466,90480,324
2016,Sutter County,05000US06101,16535,94349,16535,1437,94349,289
2014,San Germíçn Municipio,05000US72125,16532,34137,16532,1036,34137,154
2015,Lares Municipio,05000US72081,16529,28342,16529,988,28342,226
2015,Cidra Municipio,05000US72041,16524,42115,16524,1055,42115,108
2016,"Bay County, MI",05000US26017,16515,104690,16515,1069,104690,242
2013,Maverick County,05000US48323,16513,54160,16513,1544,54160,255
2014,Nash County,05000US37127,16512,93011,16512,1370,93011,351
2014,Hunt County,05000US48231,16502,84378,16502,1242,84378,369
2015,Camuy Municipio,05000US72027,16498,33924,16498,1202,33924,26
2015,Pulaski County,05000US21199,16497,62608,16497,1403,62608,190
2015,Angelina County,05000US48005,16497,85186,16497,1254,85186,389
2015,"Somerset County, NJ",05000US34035,16479,327057,16479,1382,327057,540
2014,"Bay County, MI",05000US26017,16473,105862,16473,1241,105862,235
2014,Maverick County,05000US48323,16449,55082,16449,1786,55082,230
2015,Utuado Municipio,05000US72141,16445,31440,16445,930,31440,19
2013,Rockingham County,05000US37157,16425,91696,16425,1283,91696,286
2013,"Maui County, HI",05000US15009,16416,154666,16416,1596,154666,337
2014,"Lycoming County, PA",05000US42081,16395,111109,16395,1121,111109,513
2014,Greenwood County,05000US45047,16391,67000,16391,1347,67000,580
2014,Lancaster County,05000US45057,16353,77724,16353,1531,77724,355
2015,"DeSoto County, MS",05000US28033,16338,167109,16338,1538,167109,397
2015,"Androscoggin County, ME",05000US23001,16332,104094,16332,1113,104094,347
2015,"Butler County, PA",05000US42019,16325,180319,16325,994,180319,448
2013,"Coweta County, GA",05000US13077,16305,128621,16305,1561,128621,199
2013,"Androscoggin County, ME",05000US23001,16304,104300,16304,1143,104300,346
2013,"Paulding County, GA",05000US13223,16303,142885,16303,2113,142885,356
2015,Grant County,05000US53025,16295,90928,16295,1649,90928,295
2013,Angelina County,05000US48005,16287,84175,16287,1369,84175,295
2016,Greenwood County,05000US45047,16282,67182,16282,1302,67182,468
2016,Hunt County,05000US48231,16281,86208,16281,1279,86208,370
2014,"Bossier Parish, LA",05000US22015,16264,119678,16264,1383,119678,402
2014,"Craven County, NC",05000US37049,16260,100560,16260,1400,100560,648
2014,"DeSoto County, MS",05000US28033,16256,164904,16256,1693,164904,342
2015,"Kennebec County, ME",05000US23011,16256,117441,16256,1301,117441,362
2013,"Wicomico County, MD",05000US24045,16251,95805,16251,1511,95805,409
2013,"Rockingham County, NH",05000US33015,16237,294086,16237,1358,294086,294
2016,"Jefferson County, NY",05000US36045,16236,111373,16236,1207,111373,635
2015,Lauderdale County,05000US01077,16232,90602,16232,1432,90602,329
2013,Gurabo Municipio,05000US72063,16229,45881,16229,1324,45881,104
2016,"Allen County, OH",05000US39003,16228,100683,16228,1046,100683,470
2014,Pulaski County,05000US21199,16223,62469,16223,1453,62469,258
2014,"Bartow County, GA",05000US13015,16219,99760,16219,1889,99760,236
2013,"El Dorado County, CA",05000US06017,16206,179742,16206,1563,179742,223
2015,"Frederick County, MD",05000US24021,16204,236846,16204,1527,236846,505
2015,"Tom Green County, TX",05000US48451,16202,109035,16202,1542,109035,811
2015,"Rockingham County, NH",05000US33015,16192,296516,16192,1310,296516,369
2013,"Franklin County, PA",05000US42055,16188,147806,16188,1837,147806,458
2016,Josephine County,05000US41033,16177,83079,16177,1219,83079,263
2016,Camuy Municipio,05000US72027,16173,33433,16173,1221,33433,41
2014,Franklin County,05000US53021,16164,82446,16164,1732,82446,485
2015,"Lycoming County, PA",05000US42081,16150,110999,16150,1145,110999,458
2013,"Faulkner County, AR",05000US05045,16147,110974,16147,1403,110974,570
2014,Josephine County,05000US41033,16144,82044,16144,1354,82044,250
2014,Flagler County,05000US12035,16140,98168,16140,1873,98168,192
2016,"Coweta County, GA",05000US13077,16138,134707,16138,1453,134707,215
2013,Darlington County,05000US45031,16130,67133,16130,1479,67133,176
2013,"Hardin County, KY",05000US21093,16127,102113,16127,1535,102113,491
2016,Talladega County,05000US01121,16119,77517,16119,1336,77517,498
2013,Franklin County,05000US53021,16118,79985,16118,1473,79985,301
2013,"Somerset County, NJ",05000US34035,16118,322711,16118,1432,322711,509
2015,Hunt County,05000US48231,16112,85135,16112,1085,85135,384
2016,Duplin County,05000US37061,16106,58308,16106,1594,58308,240
2016,Utuado Municipio,05000US72141,16103,30844,16103,1132,30844,11
2016,"Outagamie County, WI",05000US55087,16096,178316,16096,1264,178316,429
2016,"Monroe County, MI",05000US26115,16078,148288,16078,1103,148288,318
2014,Gurabo Municipio,05000US72063,16059,46227,16059,1421,46227,113
2014,Muskingum County,05000US39119,16058,83487,16058,1130,83487,443
2016,Nash County,05000US37127,16057,92224,16057,1588,92224,415
2014,"Butler County, PA",05000US42019,16050,179822,16050,988,179822,553
2015,Sampson County,05000US37163,16050,63030,16050,1309,63030,219
2013,San Germíçn Municipio,05000US72125,16041,34484,16041,950,34484,127
2015,"Berkshire County, MA",05000US25003,16038,122987,16038,1149,122987,535
2013,Lancaster County,05000US45057,16014,76340,16014,1331,76340,241
2013,"Berkshire County, MA",05000US25003,16004,124709,16004,1268,124709,523
2013,Flagler County,05000US12035,15985,96435,15985,1943,96435,266
2016,Lares Municipio,05000US72081,15984,27771,15984,924,27771,131
2016,"Paulding County, GA",05000US13223,15974,148725,15974,1869,148725,325
2014,Lee County,05000US28081,15973,83284,15973,1290,83284,358
2013,"Rankin County, MS",05000US28121,15966,138257,15966,1485,138257,430
2016,"Columbiana County, OH",05000US39029,15946,101206,15946,1381,101206,417
2016,"Lycoming County, PA",05000US42081,15932,110490,15932,1154,110490,456
2014,Yuba County,05000US06115,15926,71802,15926,1519,71802,361
2016,"Wicomico County, MD",05000US24045,15924,97657,15924,1387,97657,367
2013,"Kennebec County, ME",05000US23011,15922,118454,15922,1325,118454,417
2014,"Henderson County, NC",05000US37089,15902,107466,15902,1280,107466,290
2013,"DeSoto County, MS",05000US28033,15893,162685,15893,1699,162685,293
2014,"Kennebec County, ME",05000US23011,15891,118014,15891,1116,118014,426
2015,"Steuben County, NY",05000US36101,15888,97232,15888,1045,97232,286
2015,Darlington County,05000US45031,15878,66513,15878,1193,66513,293
2015,"Yamhill County, OR",05000US41071,15877,95796,15877,1398,95796,560
2015,Greenwood County,05000US45047,15875,66991,15875,1319,66991,437
2014,"Rankin County, MS",05000US28121,15874,139709,15874,1763,139709,560
2015,Yuba County,05000US06115,15862,72283,15862,1356,72283,317
2013,Lake County,05000US06033,15860,63375,15860,1529,63375,199
2016,Jones County,05000US28067,15859,66887,15859,1500,66887,274
2014,"Yamhill County, OR",05000US41071,15851,94885,15851,1513,94885,598
2015,Gurabo Municipio,05000US72063,15848,46483,15848,1659,46483,136
2013,Nash County,05000US37127,15831,93351,15831,1458,93351,354
2014,Sutter County,05000US06101,15824,93918,15824,1448,93918,293
2013,Caldwell County,05000US37027,15822,81216,15822,1298,81216,279
2015,"Bartow County, GA",05000US13015,15819,100350,15819,1554,100350,238
2015,"Bay County, MI",05000US26017,15804,105290,15804,1102,105290,223
2014,"Fairfield County, OH",05000US39045,15791,145145,15791,1200,145145,337
2015,Wilkes County,05000US37193,15791,67792,15791,1607,67792,274
2016,"Maui County, HI",05000US15009,15767,160142,15767,1366,160142,378
2016,"Yellowstone County, MT",05000US30111,15767,151367,15767,1129,151367,483
2015,Caldwell County,05000US37027,15765,80583,15765,1431,80583,226
2015,"Howard County, MD",05000US24027,15759,302318,15759,1783,302318,370
2014,Duplin County,05000US37061,15758,58585,15758,1421,58585,211
2014,"Berkshire County, MA",05000US25003,15746,124013,15746,1169,124013,495
2013,"Lycoming County, PA",05000US42081,15731,111158,15731,1079,111158,436
2015,"Columbiana County, OH",05000US39029,15730,101934,15730,1214,101934,471
2015,"Outagamie County, WI",05000US55087,15723,177042,15723,1221,177042,540
2016,Salinas Municipio,05000US72123,15702,29494,15702,1134,29494,185
2015,"Craven County, NC",05000US37049,15664,100560,15664,1396,100560,719
2014,"La Crosse County, WI",05000US55063,15660,111262,15660,1082,111262,527
2015,Fajardo Municipio,05000US72053,15660,34480,15660,1011,34480,113
2016,Buchanan County,05000US29021,15652,85261,15652,1344,85261,447
2014,Glynn County,05000US13127,15650,79476,15650,1287,79476,386
2015,"Sumner County, TN",05000US47165,15644,167748,15644,1454,167748,294
2014,Fajardo Municipio,05000US72053,15643,35277,15643,1015,35277,137
2016,Pulaski County,05000US21199,15643,62629,15643,1364,62629,237
2013,"Skagit County, WA",05000US53057,15628,116105,15628,1379,116105,334
2013,"Bay County, MI",05000US26017,15617,106116,15617,1207,106116,213
2015,Duplin County,05000US37061,15606,58556,15606,1438,58556,199
2013,Troup County,05000US13285,15600,65971,15600,1317,65971,257
2016,Daviess County,05000US21059,15599,95909,15599,1288,95909,573
2015,Lake County,05000US06033,15597,63264,15597,1181,63264,229
2013,Sutter County,05000US06101,15596,93559,15596,1423,93559,256
